"approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","subject","appropriateness","approp_rating"
258,0,1,5,"105","HULA_engineering","The rocks grew into the hole.",104,"anomalous",2,"low",1
293,1,1,1,"131","LUHA_engineering","The dam stalled the water.",104,"literal",2,"high",1
258,1,5,5,"123","HULA_non-engineering","The brook cycled through the forest.",104,"anomalous",1,"low",0
256,0,5,1,"150","LUHA_non-engineering","The waves flooded the beach.",104,"literal",1,"high",0
228,0,5,1,"83","HUHA_engineering","The plants are motivated by temperature.",104,"metaphorical",2,"high",0
359,0,1,5,"109","HULA_engineering","The trains sneezed with great velocity.",104,"anomalous",2,"low",1
226,1,1,1,"137","LUHA_engineering","The rust damaged the metal.",104,"literal",2,"high",1
266,0,5,1,"90","HUHA_non-engineering","The moon tinted the world.",104,"metaphorical",1,"high",0
282,0,5,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",104,"metaphorical",2,"high",0
383,1,1,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",104,"literal",1,"high",1
355,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",104,"metaphorical",1,"high",1
295,0,1,5,"106","HULA_engineering","The bus was garnished by electricity.",104,"anomalous",2,"low",1
307,1,1,1,"129","LUHA_engineering","The metal was polished by the brush.",104,"literal",2,"high",1
910,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",104,"literal",1,"high",1
9375,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",104,"literal",2,"high",1
1049,1,1,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",104,"metaphorical",1,"high",1
2455,0,5,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",104,"literal",2,"high",0
1918,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",104,"literal",2,"high",1
759,0,1,5,"113","HULA_engineering","The workers helped to coach the structure.",104,"anomalous",2,"low",1
705,0,5,1,"84","HUHA_engineering","The metals were married into a weld.",104,"metaphorical",2,"high",0
400,0,1,5,"104","HULA_engineering","The shadows were jiggled by light.",104,"anomalous",2,"low",1
746,1,1,1,"144","LUHA_non-engineering","The melody floated through the air.",104,"literal",1,"high",1
630,1,5,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",104,"anomalous",1,"low",0
958,0,5,1,"135","LUHA_engineering","The dough spun around in the mixer.",104,"literal",2,"high",0
2175,0,1,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",104,"anomalous",2,"low",1
493,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",104,"metaphorical",1,"high",1
62,0,5,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",104,"metaphorical",2,"high",0
864,0,5,1,"143","LUHA_non-engineering","The bee abandoned the flower.",104,"literal",1,"high",0
420,0,5,1,"146","LUHA_non-engineering","The flag turned in the wind.",104,"literal",1,"high",0
320,1,5,5,"126","HULA_non-engineering","The musician baked the violin.",104,"anomalous",1,"low",0
507,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",104,"literal",2,"high",1
845,1,5,5,"127","HULA_non-engineering","The feeling lunched over time.",104,"anomalous",1,"low",0
2862,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",104,"metaphorical",1,"high",1
1574,1,5,5,"117","HULA_non-engineering","The rain braided her lips.",104,"anomalous",1,"low",0
469,1,1,1,"128","LUHA_engineering","The wind has moved the turbine.",104,"literal",2,"high",1
495,1,1,1,"139","LUHA_engineering","The car wasted all of the gas.",104,"literal",2,"high",1
872,0,5,1,"79","HUHA_engineering","The wind governed the wheel.",104,"metaphorical",2,"high",0
2367,0,1,5,"116","HULA_non-engineering","The woman stitched words into his ear.",104,"anomalous",1,"low",1
312,0,1,5,"122","HULA_non-engineering","The gravity baptized the moon.",104,"anomalous",1,"low",1
1053,0,5,1,"138","LUHA_engineering","The screw rolled toward the spring.",104,"literal",2,"high",0
547,0,5,1,"80","HUHA_engineering","The speakers fostered sound.",104,"metaphorical",2,"high",0
250,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",104,"anomalous",2,"low",0
351,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",104,"literal",1,"high",1
271,0,1,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",104,"anomalous",2,"low",1
462,1,1,1,"96","HUHA_non-engineering","The sun drank the dew.",104,"metaphorical",1,"high",1
335,1,1,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",104,"metaphorical",2,"high",1
247,0,1,5,"107","HULA_engineering","The oil voted from the pump.",104,"anomalous",2,"low",1
775,0,5,1,"147","LUHA_non-engineering","The ivy coated the tree.",104,"literal",1,"high",0
306,1,1,1,"89","HUHA_non-engineering","The water hugged the swimmer.",104,"metaphorical",1,"high",1
239,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",104,"metaphorical",1,"high",1
383,1,1,1,"228","LUHA_non-engineering","The feeling faded over time.",104,"literal",1,"high",1
653,1,5,5,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",104,"anomalous",2,"low",0
711,0,5,1,"169","HUHA_non-engineering","The melody fluttered through the air.",104,"metaphorical",1,"high",0
284,0,1,5,"183","HULA_engineering","The ice perfected the river's flow.",104,"anomalous",2,"low",1
243,0,5,1,"225","LUHA_non-engineering","The echo resounded through the cave.",104,"literal",1,"high",0
373,1,1,1,"211","LUHA_engineering","The fabric was bonded by glue.",104,"literal",2,"high",1
317,1,1,1,"161","HUHA_engineering","The knives lounged in their holder.",104,"metaphorical",2,"high",1
315,0,1,5,"192","HULA_non-engineering","The garden condensed in the winter.",104,"anomalous",1,"low",1
740,1,5,5,"184","HULA_engineering","The plants are rejected by temperature.",104,"anomalous",2,"low",0
451,1,5,5,"194","HULA_non-engineering","The storm ridiculed the dune.",104,"anomalous",1,"low",0
279,1,1,1,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",104,"literal",2,"high",1
356,1,5,5,"181","HULA_engineering","The speakers fooled sound.",104,"anomalous",2,"low",0
1261,0,1,5,"199","HULA_non-engineering","The siren ironed over the city.",104,"anomalous",1,"low",1
337,1,5,5,"202","HULA_non-engineering","The sun crocheted behind the clouds.",104,"anomalous",1,"low",0
349,1,5,5,"189","HULA_engineering","The soil was haunted by the roller.",104,"anomalous",2,"low",0
339,0,1,5,"196","HULA_non-engineering","The earthquake defrosted the city.",104,"anomalous",1,"low",1
317,1,1,1,"204","LUHA_engineering","The car was halted by the brakes' force.",104,"literal",2,"high",1
614,1,5,5,"190","HULA_non-engineering","The water canceled the swimmer.",104,"anomalous",1,"low",0
313,1,1,1,"156","HUHA_engineering","The dam suffocated the water.",104,"metaphorical",2,"high",1
336,1,1,1,"227","LUHA_non-engineering","The musician tuned the violin.",104,"literal",1,"high",1
407,1,1,1,"173","HUHA_non-engineering","The volcano vomited the lava.",104,"metaphorical",1,"high",1
370,0,5,1,"175","HUHA_non-engineering","The waves drowned the beach.",104,"metaphorical",1,"high",0
41,0,5,1,"224","LUHA_non-engineering","The brook wound through the forest.",104,"literal",1,"high",0
502,1,1,1,"172","HUHA_non-engineering","The ivy stifled the tree.",104,"metaphorical",1,"high",1
351,0,1,5,"197","HULA_non-engineering","The sun pasted the dew.",104,"anomalous",1,"low",1
24,1,5,5,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",104,"anomalous",1,"low",0
388,1,1,1,"174","HUHA_non-engineering","The stars lurked over the desert",104,"metaphorical",1,"high",1
536,1,1,1,"221","LUHA_non-engineering","The sun beamed on the earth.",104,"literal",1,"high",1
873,0,5,1,"209","LUHA_engineering","The weather impacted available transportation.",104,"literal",2,"high",0
466,1,1,1,"214","LUHA_engineering","The workers helped to build the structure.",104,"literal",2,"high",1
351,0,1,5,"186","HULA_engineering","The light satisfied the stone to change color.",104,"anomalous",2,"low",1
348,1,1,1,"207","LUHA_engineering","The bus was powered by electricity.",104,"literal",2,"high",1
731,1,1,1,"222","LUHA_non-engineering","The foliage dropped from the trees.",104,"literal",1,"high",1
615,1,1,1,"216","LUHA_non-engineering","The researcher developed a theory.",104,"literal",1,"high",1
395,1,1,1,"208","LUHA_engineering","The oil leaked from the pump.",104,"literal",2,"high",1
65,1,1,1,"163","HUHA_engineering","The screw raced toward the spring.",104,"metaphorical",2,"high",1
377,1,1,1,"223","LUHA_non-engineering","The gravity influenced the moon.",104,"literal",1,"high",1
316,0,1,5,"185","HULA_engineering","The metals were scared into a weld.",104,"anomalous",2,"low",1
263,1,1,1,"157","HUHA_engineering","The technician rescued the plane's wing.",104,"metaphorical",2,"high",1
389,1,1,1,"176","HUHA_non-engineering","The snow devoured the ground.",104,"metaphorical",1,"high",1
988,0,5,1,"226","LUHA_non-engineering","The morning dew laid on the meadow.",104,"literal",1,"high",0
337,0,1,5,"200","HULA_non-engineering","The song rowed in her ear.",104,"anomalous",1,"low",1
421,1,1,1,"177","HUHA_non-engineering","The laughter spilled through the windows.",104,"metaphorical",1,"high",1
292,1,1,1,"155","HUHA_engineering","The new construction was blanketed by the cover.",104,"metaphorical",2,"high",1
359,1,1,1,"165","HUHA_engineering","The computers are chattering through a network.",104,"metaphorical",2,"high",1
360,1,1,1,"167","HUHA_non-engineering","The shooting stars pierced the sky.",104,"metaphorical",1,"high",1
427,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",104,"literal",1,"high",1
341,1,1,1,"220","LUHA_non-engineering","The surfer swam with the waves.",104,"literal",1,"high",1
367,0,1,5,"195","HULA_non-engineering","The heat swept the ground.",104,"anomalous",1,"low",1
59,0,5,1,"160","HUHA_engineering","The dough waltzed around in the mixer.",104,"metaphorical",2,"high",0
284,1,1,1,"206","LUHA_engineering","The rocks fell into the hole.",104,"literal",2,"high",1
1121,0,5,1,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",104,"literal",2,"high",0
503,0,1,5,"178","HULA_engineering","The paper clip referred to the magnet.",104,"anomalous",2,"low",1
438,0,5,1,"159","HUHA_engineering","The pipe was arrested with a seal.",104,"metaphorical",2,"high",0
288,1,1,1,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",104,"literal",2,"high",1
464,0,1,5,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",104,"anomalous",2,"low",1
508,0,5,1,"212","LUHA_engineering","The nails were struck by the hammer.",104,"literal",2,"high",0
338,1,1,1,"168","HUHA_non-engineering","The bee bewitched the flower.",104,"metaphorical",1,"high",1
62,0,5,1,"210","LUHA_engineering","The trains advanced with great velocity.",104,"literal",2,"high",0
376,0,1,5,"187","HULA_engineering","The intense heat threaded the plastic.",104,"anomalous",2,"low",1
489,1,1,1,"205","LUHA_engineering","The shadows were engulfed by light.",104,"literal",2,"high",1
393,1,1,1,"166","HUHA_non-engineering","The clouds wandered over the city.",104,"metaphorical",1,"high",1
481,0,5,1,"164","HUHA_engineering","The car spent all of the gas.",104,"metaphorical",2,"high",0
74,1,5,5,"191","HULA_non-engineering","The moon received the world.",104,"anomalous",1,"low",0
444,1,1,1,"158","HUHA_engineering","The electricity was strangled by the resistor.",104,"metaphorical",2,"high",1
49,0,5,1,"154","HUHA_engineering","The metal was healed by the brush.",104,"metaphorical",2,"high",0
273,0,5,1,"162","HUHA_engineering","The rust infected the metal.",104,"metaphorical",2,"high",0
369,0,1,5,"182","HULA_engineering","The air system threatened the house with good ventilation.",104,"anomalous",2,"low",1
329,0,1,5,"193","HULA_non-engineering","The cloud cover roasted the country.",104,"anomalous",1,"low",1
32,1,1,1,"170","HUHA_non-engineering","The worm screwed through the apple.",104,"metaphorical",1,"high",1
340,1,1,1,"171","HUHA_non-engineering","The flag stretched in the wind.",104,"metaphorical",1,"high",1
291,1,1,1,"218","LUHA_non-engineering","The rain wetted her lips.",104,"literal",1,"high",1
778,0,5,1,"217","LUHA_non-engineering","The woman whispered words into his ear.",104,"literal",1,"high",0
342,0,1,5,"198","HULA_non-engineering","The dream shaved the direction.",104,"anomalous",1,"low",1
331,1,5,5,"180","HULA_engineering","The wind measured the wheel.",104,"anomalous",2,"low",0
281,1,1,1,"153","HUHA_engineering","The wind has tickled the turbine.",104,"metaphorical",2,"high",1
1658,0,5,1,"9","HUHA_engineering","The fabric was zipped by glue.",104,"metaphorical",2,"high",0
364,1,1,1,"23","HUHA_non-engineering","The echo trembled through the cave.",104,"metaphorical",1,"high",1
386,1,1,1,"56","LUHA_engineering","The air system supplied the house with good ventilation.",104,"literal",2,"high",1
337,1,1,1,"17","HUHA_non-engineering","The fruits crowned the cake.",104,"metaphorical",1,"high",1
312,1,1,1,"58","LUHA_engineering","The plants are affected by temperature.",104,"literal",2,"high",1
745,0,5,1,"24","HUHA_non-engineering","The morning dew slept on the meadow.",104,"metaphorical",1,"high",0
322,1,1,1,"19","HUHA_non-engineering","The sun hammered on the earth.",104,"metaphorical",1,"high",1
827,1,5,5,"45","HULA_non-engineering","The flag showered in the wind.",104,"anomalous",1,"low",0
496,1,1,1,"72","LUHA_non-engineering","The dream pointed the direction.",104,"literal",1,"high",1
1480,0,1,5,"31","HULA_engineering","The technician folded the plane's wing.",104,"anomalous",2,"low",1
284,1,1,1,"59","LUHA_engineering","The metals were fused into a weld.",104,"literal",2,"high",1
370,1,1,1,"57","LUHA_engineering","The ice slowed the river's flow.",104,"literal",2,"high",1
692,0,1,5,"37","HULA_engineering","The screw flapped toward the spring.",104,"anomalous",2,"low",1
247,0,1,5,"38","HULA_engineering","The car gutted all of the gas.",104,"anomalous",2,"low",1
297,0,1,5,"44","HULA_non-engineering","The worm snored through the apple.",104,"anomalous",1,"low",1
1127,0,1,5,"36","HULA_engineering","The rust gardened the metal.",104,"anomalous",2,"low",1
319,1,1,1,"20","HUHA_non-engineering","The foilage staggered from the trees",104,"metaphorical",1,"high",1
369,1,1,1,"66","LUHA_non-engineering","The garden froze in the winter.",104,"literal",1,"high",1
325,1,1,1,"60","LUHA_engineering","The light caused the stone to change color.",104,"literal",2,"high",1
373,1,1,1,"64","LUHA_non-engineering","The water soaked the swimmer.",104,"literal",1,"high",1
345,0,5,1,"21","HUHA_non-engineering","The gravity pressured the moon.",104,"metaphorical",1,"high",0
475,0,5,1,"52","LUHA_engineering","The paper clip stuck to the magnet.",104,"literal",2,"high",0
340,0,1,5,"29","HULA_engineering","The new construction was chopped by the cover.",104,"anomalous",2,"low",1
362,1,1,1,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",104,"literal",2,"high",1
871,0,5,1,"15","HUHA_non-engineering","The woman dripped words into his ear.",104,"metaphorical",1,"high",0
260,1,1,1,"18","HUHA_non-engineering","The surfer quarreled with the waves.",104,"metaphorical",1,"high",1
2449,0,5,1,"65","LUHA_non-engineering","The moon brightened the world.",104,"literal",1,"high",0
598,1,5,5,"47","HULA_non-engineering","The volcano pummeled the lava.",104,"anomalous",1,"low",0
239,1,1,1,"16","HUHA_non-engineering","The rain kissed her lips.",104,"metaphorical",1,"high",1
281,0,1,5,"50","HULA_non-engineering","The snow rubbed the ground.",104,"anomalous",1,"low",1
338,0,1,5,"51","HULA_non-engineering","The laughter graduated through the windows.",104,"anomalous",1,"low",1
387,1,1,1,"68","LUHA_non-engineering","The storm blew away the dune.",104,"literal",1,"high",1
379,1,1,1,"76","LUHA_non-engineering","The sun shone behind the clouds.",104,"literal",1,"high",1
253,0,1,5,"32","HULA_engineering","The electricity was dared by the resistor.",104,"anomalous",2,"low",1
622,1,1,1,"4","HUHA_engineering","The rocks hopped into the hole.",104,"metaphorical",2,"high",1
501,1,5,5,"40","HULA_non-engineering","The clouds trained over the city.",104,"anomalous",1,"low",0
1310,0,5,1,"25","HUHA_non-engineering","The musician teased the violin.",104,"metaphorical",1,"high",0
334,1,5,5,"39","HULA_engineering","The computers are lifted through a network.",104,"anomalous",2,"low",0
265,1,1,1,"6","HUHA_engineering","The oil ferried from the pump.",104,"metaphorical",2,"high",1
290,1,1,1,"2","HUHA_engineering","The car was interrupted by the brakes' force.",104,"metaphorical",2,"high",1
478,0,5,1,"73","LUHA_non-engineering","The siren howled over the city.",104,"literal",1,"high",0
378,0,5,1,"22","HUHA_non-engineering","The brook scurried through the forest.",104,"metaphorical",1,"high",0
896,0,5,1,"7","HUHA_engineering","The weather handicapped available transportation.",104,"metaphorical",2,"high",0
355,1,1,1,"63","LUHA_engineering","The soil was flattened by the roller.",104,"literal",2,"high",1
312,0,1,5,"30","HULA_engineering","The dam spooked the water.",104,"anomalous",2,"low",1
436,1,5,5,"49","HULA_non-engineering","The waves excused the beach.",104,"anomalous",1,"low",0
324,1,1,1,"71","LUHA_non-engineering","The sun evaporated the dew.",104,"literal",1,"high",1
316,1,1,1,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",104,"metaphorical",2,"high",1
632,0,5,1,"5","HUHA_engineering","The bus was stimulated by electricity.",104,"metaphorical",2,"high",0
924,1,1,1,"26","HUHA_non-engineering","The feeling sank over time.",104,"metaphorical",1,"high",1
799,0,5,1,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",104,"literal",1,"high",0
349,1,5,5,"41","HULA_non-engineering","The shooting stars returned the sky.",104,"anomalous",1,"low",0
289,0,1,5,"42","HULA_non-engineering","The bee potted the flower.",104,"anomalous",1,"low",1
1063,0,1,5,"46","HULA_non-engineering","The ivy glazed the tree.",104,"anomalous",1,"low",1
33,1,1,1,"14","HUHA_non-engineering","The researcher born a theory.",104,"metaphorical",1,"high",1
2050,0,5,1,"67","LUHA_non-engineering","The cloud cover darkened the country.",104,"literal",1,"high",0
303,1,1,1,"3","HUHA_engineering","The shadows were slayed by light.",104,"metaphorical",2,"high",1
330,1,1,1,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",104,"literal",2,"high",1
316,0,5,1,"8","HUHA_engineering","The trains charged with great velocity.",104,"metaphorical",2,"high",0
480,0,1,5,"35","HULA_engineering","The knives exhaled in their holder.",104,"anomalous",2,"low",1
227,1,1,1,"61","LUHA_engineering","The intense heat melted the plastic.",104,"literal",2,"high",1
377,1,1,1,"69","LUHA_non-engineering","The heat dried the ground.",104,"literal",1,"high",1
548,1,5,5,"43","HULA_non-engineering","The melody enrolled through the air.",104,"anomalous",1,"low",0
367,1,5,5,"28","HULA_engineering","The metal was parented by the brush.",104,"anomalous",2,"low",0
309,0,5,1,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",104,"metaphorical",2,"high",0
335,0,5,1,"55","LUHA_engineering","The speakers produced sound.",104,"literal",2,"high",0
329,1,1,1,"74","LUHA_non-engineering","The song echoed in her ear.",104,"literal",1,"high",1
904,1,1,1,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",104,"metaphorical",2,"high",1
454,0,5,1,"12","HUHA_engineering","The workers helped to awake the structure.",104,"metaphorical",2,"high",0
387,1,5,5,"34","HULA_engineering","The dough goofed around in the mixer.",104,"anomalous",2,"low",0
293,1,5,5,"27","HULA_engineering","The wind has eaten the turbine.",104,"anomalous",2,"low",0
411,0,5,1,"10","HUHA_engineering","The nails were abused by the hammer.",104,"metaphorical",2,"high",0
303,1,1,1,"70","LUHA_non-engineering","The earthquake devastated the city.",104,"literal",1,"high",1
378,1,1,1,"54","LUHA_engineering","The wind pushed the wheel.",104,"literal",2,"high",1
518,1,5,5,"33","HULA_engineering","The pipe was inquired with a seal.",104,"anomalous",2,"low",0
2,1,5,5,"48","HULA_non-engineering","The stars served over the desert.",104,"anomalous",1,"low",0
8363,0,5,1,"131","LUHA_engineering","The dam stalled the water.",110,"literal",2,"high",0
1912,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",110,"metaphorical",1,"high",1
2195,1,1,1,"145","LUHA_non-engineering","The worm ate through the apple.",110,"literal",1,"high",1
2814,0,5,1,"147","LUHA_non-engineering","The ivy coated the tree.",110,"literal",1,"high",0
9658,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",110,"metaphorical",1,"high",1
2474,0,1,5,"105","HULA_engineering","The rocks grew into the hole.",110,"anomalous",2,"low",1
11422,0,1,5,"122","HULA_non-engineering","The gravity baptized the moon.",110,"anomalous",1,"low",1
3302,0,1,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",110,"anomalous",1,"low",1
305,0,5,1,"81","HUHA_engineering","The air system gifted the house with good ventilation.",110,"metaphorical",2,"high",0
278,0,5,1,"90","HUHA_non-engineering","The moon tinted the world.",110,"metaphorical",1,"high",0
2027,0,5,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",110,"metaphorical",1,"high",0
1421,1,5,5,"117","HULA_non-engineering","The rain braided her lips.",110,"anomalous",1,"low",0
876,1,1,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",110,"metaphorical",2,"high",1
408,0,1,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",110,"anomalous",2,"low",1
1349,0,5,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",110,"metaphorical",2,"high",0
0,0,1,5,"126","HULA_non-engineering","The musician baked the violin.",110,"anomalous",1,"low",1
366,1,1,1,"82","HUHA_engineering","The ice quieted the river's flow.",110,"metaphorical",2,"high",1
274,1,1,1,"80","HUHA_engineering","The speakers fostered sound.",110,"metaphorical",2,"high",1
232,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",110,"literal",1,"high",1
2755,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",110,"literal",2,"high",1
113,0,5,1,"128","LUHA_engineering","The wind has moved the turbine.",110,"literal",2,"high",0
213,0,1,5,"111","HULA_engineering","The nails were knitted by the hammer.",110,"anomalous",2,"low",1
212,1,5,5,"113","HULA_engineering","The workers helped to coach the structure.",110,"anomalous",2,"low",0
242,1,1,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",110,"metaphorical",2,"high",1
998,1,1,1,"129","LUHA_engineering","The metal was polished by the brush.",110,"literal",2,"high",1
319,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",110,"literal",1,"high",1
5,1,5,5,"104","HULA_engineering","The shadows were jiggled by light.",110,"anomalous",2,"low",0
1264,1,5,5,"124","HULA_non-engineering","The echo brushed through the cave.",110,"anomalous",1,"low",0
516,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",110,"literal",1,"high",1
10,0,5,1,"89","HUHA_non-engineering","The water hugged the swimmer.",110,"metaphorical",1,"high",0
6,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",110,"anomalous",2,"low",0
34,1,5,5,"106","HULA_engineering","The bus was garnished by electricity.",110,"anomalous",2,"low",0
1667,1,1,1,"148","LUHA_non-engineering","The volcano erupted the lava.",110,"literal",1,"high",1
1038,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",110,"literal",2,"high",1
979,1,1,1,"79","HUHA_engineering","The wind governed the wheel.",110,"metaphorical",2,"high",1
1616,1,5,5,"103","HULA_engineering","The car was sewed by the brakes' force.",110,"anomalous",2,"low",0
727,1,1,1,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",110,"metaphorical",1,"high",1
653,1,1,1,"96","HUHA_non-engineering","The sun drank the dew.",110,"metaphorical",1,"high",1
1367,1,1,1,"88","HUHA_engineering","The soil was groomed by the roller.",110,"metaphorical",2,"high",1
3212,1,5,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",110,"anomalous",2,"low",0
522,0,1,5,"115","HULA_non-engineering","The researcher disappointed a theory.",110,"anomalous",1,"low",1
831,1,5,5,"127","HULA_non-engineering","The feeling lunched over time.",110,"anomalous",1,"low",0
480,1,1,1,"141","LUHA_non-engineering","The clouds passed over the city.",110,"literal",1,"high",1
377,1,1,1,"94","HUHA_non-engineering","The heat scarred the ground.",110,"metaphorical",1,"high",1
455,1,1,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",110,"metaphorical",1,"high",1
3062,0,5,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",110,"literal",1,"high",0
718,0,1,5,"107","HULA_engineering","The oil voted from the pump.",110,"anomalous",2,"low",1
216,1,1,1,"77","HUHA_engineering","The paper clip escaped to the magnet.",110,"metaphorical",2,"high",1
283,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",110,"metaphorical",1,"high",1
175,1,1,1,"139","LUHA_engineering","The car wasted all of the gas.",110,"literal",2,"high",1
213,1,1,1,"137","LUHA_engineering","The rust damaged the metal.",110,"literal",2,"high",1
157,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",110,"literal",2,"high",1
701,0,5,1,"150","LUHA_non-engineering","The waves flooded the beach.",110,"literal",1,"high",0
200,1,1,1,"83","HUHA_engineering","The plants are motivated by temperature.",110,"metaphorical",2,"high",1
228,1,1,1,"132","LUHA_engineering","The technician repaired the plane's wing.",110,"literal",2,"high",1
289,0,1,5,"123","HULA_non-engineering","The brook cycled through the forest.",110,"anomalous",1,"low",1
438,1,1,1,"84","HUHA_engineering","The metals were married into a weld.",110,"metaphorical",2,"high",1
0,1,5,5,"119","HULA_non-engineering","The surfer telephoned with the waves.",110,"anomalous",1,"low",0
23,1,5,5,"118","HULA_non-engineering","The fruits counted the cake.",110,"anomalous",1,"low",0
464,1,1,1,"143","LUHA_non-engineering","The bee abandoned the flower.",110,"literal",1,"high",1
22,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",110,"literal",2,"high",1
2386,0,5,1,"97","HUHA_non-engineering","The dream highlighted the direction.",110,"metaphorical",1,"high",0
1278,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",110,"anomalous",2,"low",0
562,1,1,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",110,"literal",2,"high",1
884,1,5,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",110,"anomalous",2,"low",0
825,0,5,1,"146","LUHA_non-engineering","The flag turned in the wind.",110,"literal",1,"high",0
792,0,5,1,"144","LUHA_non-engineering","The melody floated through the air.",110,"literal",1,"high",0
478,0,1,5,"116","HULA_non-engineering","The woman stitched words into his ear.",110,"anomalous",1,"low",1
670,0,1,5,"109","HULA_engineering","The trains sneezed with great velocity.",110,"anomalous",2,"low",1
393,1,5,5,"121","HULA_non-engineering","The foliage trickled from the trees.",110,"anomalous",1,"low",0
1719,1,1,1,"138","LUHA_engineering","The screw rolled toward the spring.",110,"literal",2,"high",1
672,0,5,1,"85","HUHA_engineering","The light inspired the stone to change color.",110,"metaphorical",2,"high",0
365,0,5,1,"135","LUHA_engineering","The dough spun around in the mixer.",110,"literal",2,"high",0
386,1,5,5,"120","HULA_non-engineering","The sun rained on the earth.",110,"anomalous",1,"low",0
368,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",110,"metaphorical",1,"high",1
266,1,1,1,"91","HUHA_non-engineering","The garden died in the winter.",110,"metaphorical",1,"high",1
1486,0,5,1,"204","LUHA_engineering","The car was halted by the brakes' force.",110,"literal",2,"high",0
306,1,1,1,"157","HUHA_engineering","The technician rescued the plane's wing.",110,"metaphorical",2,"high",1
252,0,1,5,"190","HULA_non-engineering","The water canceled the swimmer.",110,"anomalous",1,"low",1
3170,0,1,5,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",110,"anomalous",1,"low",1
1772,0,5,1,"224","LUHA_non-engineering","The brook wound through the forest.",110,"literal",1,"high",0
384,1,1,1,"208","LUHA_engineering","The oil leaked from the pump.",110,"literal",2,"high",1
257,0,1,5,"192","HULA_non-engineering","The garden condensed in the winter.",110,"anomalous",1,"low",1
189,0,1,5,"191","HULA_non-engineering","The moon received the world.",110,"anomalous",1,"low",1
650,1,1,1,"155","HUHA_engineering","The new construction was blanketed by the cover.",110,"metaphorical",2,"high",1
434,1,1,1,"164","HUHA_engineering","The car spent all of the gas.",110,"metaphorical",2,"high",1
459,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",110,"literal",1,"high",1
