"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
927,0,1,5,335,0,5,1,"55","LUHA_engineering","The speakers produced sound.",104,"Literal","eng","high","low","Inappropriate","Unusual"
243,1,5,5,329,1,1,1,"74","LUHA_non-engineering","The song echoed in her ear.",104,"Literal","non","high","low","Appropriate","Usual"
421,1,1,1,904,1,1,1,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",104,"Metaphorical","eng","high","high","Appropriate","Unusual"
1351,0,5,1,454,0,5,1,"12","HUHA_engineering","The workers helped to awake the structure.",104,"Metaphorical","eng","high","high","Inappropriate","Usual"
315,1,1,1,387,1,5,5,"34","HULA_engineering","The dough goofed around in the mixer.",104,"Anomalous","eng","low","high","Inappropriate","Unusual"
1539,0,5,1,293,1,5,5,"27","HULA_engineering","The wind has eaten the turbine.",104,"Anomalous","eng","low","high","Inappropriate","Usual"
1486,1,1,1,411,0,5,1,"10","HUHA_engineering","The nails were abused by the hammer.",104,"Metaphorical","eng","high","high","Inappropriate","Unusual"
480,1,5,5,303,1,1,1,"70","LUHA_non-engineering","The earthquake devastated the city.",104,"Literal","non","high","low","Appropriate","Usual"
880,1,5,5,378,1,1,1,"54","LUHA_engineering","The wind pushed the wheel.",104,"Literal","eng","high","low","Appropriate","Usual"
501,0,5,1,518,1,5,5,"33","HULA_engineering","The pipe was inquired with a seal.",104,"Anomalous","eng","low","high","Inappropriate","Usual"
16335,0,5,1,2,1,5,5,"48","HULA_non-engineering","The stars served over the desert.",104,"Anomalous","non","low","high","Inappropriate","Usual"
5580,1,5,5,8363,0,5,1,"131","LUHA_engineering","The dam stalled the water.",110,"Literal","eng","high","low","Inappropriate","Usual"
2305,0,5,1,1912,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",110,"Metaphorical","non","high","high","Appropriate","Usual"
6764,0,1,5,2195,1,1,1,"145","LUHA_non-engineering","The worm ate through the apple.",110,"Literal","non","high","low","Appropriate","Unusual"
15799,0,1,5,2814,0,5,1,"147","LUHA_non-engineering","The ivy coated the tree.",110,"Literal","non","high","low","Inappropriate","Unusual"
2993,0,5,1,9658,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",110,"Metaphorical","non","high","high","Appropriate","Usual"
16392,0,5,1,2474,0,1,5,"105","HULA_engineering","The rocks grew into the hole.",110,"Anomalous","eng","low","high","Appropriate","Usual"
6045,1,1,1,11422,0,1,5,"122","HULA_non-engineering","The gravity baptized the moon.",110,"Anomalous","non","low","high","Appropriate","Unusual"
13698,1,1,1,3302,0,1,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",110,"Anomalous","non","low","high","Appropriate","Unusual"
2799,1,1,1,305,0,5,1,"81","HUHA_engineering","The air system gifted the house with good ventilation.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
9408,1,1,1,278,0,5,1,"90","HUHA_non-engineering","The moon tinted the world.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
15017,1,1,1,2027,0,5,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
10348,1,1,1,1421,1,5,5,"117","HULA_non-engineering","The rain braided her lips.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
1508,0,5,1,876,1,1,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",110,"Metaphorical","eng","high","high","Appropriate","Usual"
1438,0,5,1,408,0,1,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",110,"Anomalous","eng","low","high","Appropriate","Usual"
9198,1,1,1,1349,0,5,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
4362,1,1,1,0,0,1,5,"126","HULA_non-engineering","The musician baked the violin.",110,"Anomalous","non","low","high","Appropriate","Unusual"
4991,0,5,1,366,1,1,1,"82","HUHA_engineering","The ice quieted the river's flow.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
4071,0,5,1,274,1,1,1,"80","HUHA_engineering","The speakers fostered sound.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
1272,1,5,5,232,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",110,"Literal","non","high","low","Appropriate","Usual"
7759,0,1,5,2755,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",110,"Literal","eng","high","low","Appropriate","Unusual"
4713,0,1,5,113,0,5,1,"128","LUHA_engineering","The wind has moved the turbine.",110,"Literal","eng","high","low","Inappropriate","Unusual"
2315,0,5,1,213,0,1,5,"111","HULA_engineering","The nails were knitted by the hammer.",110,"Anomalous","eng","low","high","Appropriate","Usual"
3543,1,1,1,212,1,5,5,"113","HULA_engineering","The workers helped to coach the structure.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
3601,0,5,1,242,1,1,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
17417,1,5,5,998,1,1,1,"129","LUHA_engineering","The metal was polished by the brush.",110,"Literal","eng","high","low","Appropriate","Usual"
2390,1,5,5,319,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",110,"Literal","non","high","low","Appropriate","Usual"
2997,0,5,1,5,1,5,5,"104","HULA_engineering","The shadows were jiggled by light.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
3961,1,1,1,1264,1,5,5,"124","HULA_non-engineering","The echo brushed through the cave.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
15493,1,5,5,516,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",110,"Literal","non","high","low","Appropriate","Usual"
7103,0,5,1,10,0,5,1,"89","HUHA_non-engineering","The water hugged the swimmer.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
3502,0,5,1,6,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
24581,0,5,1,34,1,5,5,"106","HULA_engineering","The bus was garnished by electricity.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
2686,0,1,5,1667,1,1,1,"148","LUHA_non-engineering","The volcano erupted the lava.",110,"Literal","non","high","low","Appropriate","Unusual"
3660,1,5,5,1038,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",110,"Literal","eng","high","low","Appropriate","Usual"
3986,0,5,1,979,1,1,1,"79","HUHA_engineering","The wind governed the wheel.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
7754,1,1,1,1616,1,5,5,"103","HULA_engineering","The car was sewed by the brakes' force.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
2045,0,5,1,727,1,1,1,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",110,"Metaphorical","non","high","high","Appropriate","Usual"
2190,0,5,1,653,1,1,1,"96","HUHA_non-engineering","The sun drank the dew.",110,"Metaphorical","non","high","high","Appropriate","Usual"
2113,0,5,1,1367,1,1,1,"88","HUHA_engineering","The soil was groomed by the roller.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
6854,1,1,1,3212,1,5,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
4253,0,5,1,522,0,1,5,"115","HULA_non-engineering","The researcher disappointed a theory.",110,"Anomalous","non","low","high","Appropriate","Usual"
5475,1,1,1,831,1,5,5,"127","HULA_non-engineering","The feeling lunched over time.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
2825,1,5,5,480,1,1,1,"141","LUHA_non-engineering","The clouds passed over the city.",110,"Literal","non","high","low","Appropriate","Usual"
2536,0,5,1,377,1,1,1,"94","HUHA_non-engineering","The heat scarred the ground.",110,"Metaphorical","non","high","high","Appropriate","Usual"
2160,0,5,1,455,1,1,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",110,"Metaphorical","non","high","high","Appropriate","Usual"
3709,0,1,5,3062,0,5,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",110,"Literal","non","high","low","Inappropriate","Unusual"
36688,0,5,1,718,0,1,5,"107","HULA_engineering","The oil voted from the pump.",110,"Anomalous","eng","low","high","Appropriate","Usual"
663,0,5,1,216,1,1,1,"77","HUHA_engineering","The paper clip escaped to the magnet.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
2623,0,5,1,283,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",110,"Metaphorical","non","high","high","Appropriate","Usual"
2125,1,5,5,175,1,1,1,"139","LUHA_engineering","The car wasted all of the gas.",110,"Literal","eng","high","low","Appropriate","Usual"
2637,1,5,5,213,1,1,1,"137","LUHA_engineering","The rust damaged the metal.",110,"Literal","eng","high","low","Appropriate","Usual"
944,1,5,5,157,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",110,"Literal","eng","high","low","Appropriate","Usual"
10353,0,1,5,701,0,5,1,"150","LUHA_non-engineering","The waves flooded the beach.",110,"Literal","non","high","low","Inappropriate","Unusual"
4334,0,5,1,200,1,1,1,"83","HUHA_engineering","The plants are motivated by temperature.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
1781,1,5,5,228,1,1,1,"132","LUHA_engineering","The technician repaired the plane's wing.",110,"Literal","eng","high","low","Appropriate","Usual"
2365,0,5,1,289,0,1,5,"123","HULA_non-engineering","The brook cycled through the forest.",110,"Anomalous","non","low","high","Appropriate","Usual"
2241,0,5,1,438,1,1,1,"84","HUHA_engineering","The metals were married into a weld.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
1309,0,5,1,0,1,5,5,"119","HULA_non-engineering","The surfer telephoned with the waves.",110,"Anomalous","non","low","high","Inappropriate","Usual"
9967,0,5,1,23,1,5,5,"118","HULA_non-engineering","The fruits counted the cake.",110,"Anomalous","non","low","high","Inappropriate","Usual"
1231,1,5,5,464,1,1,1,"143","LUHA_non-engineering","The bee abandoned the flower.",110,"Literal","non","high","low","Appropriate","Usual"
3168,0,1,5,22,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",110,"Literal","eng","high","low","Appropriate","Unusual"
3550,0,5,1,2386,0,5,1,"97","HUHA_non-engineering","The dream highlighted the direction.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
3032,0,5,1,1278,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1223,1,5,5,562,1,1,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",110,"Literal","eng","high","low","Appropriate","Usual"
3186,0,5,1,884,1,5,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
6655,1,5,5,825,0,5,1,"146","LUHA_non-engineering","The flag turned in the wind.",110,"Literal","non","high","low","Inappropriate","Usual"
2492,0,1,5,792,0,5,1,"144","LUHA_non-engineering","The melody floated through the air.",110,"Literal","non","high","low","Inappropriate","Unusual"
2697,0,5,1,478,0,1,5,"116","HULA_non-engineering","The woman stitched words into his ear.",110,"Anomalous","non","low","high","Appropriate","Usual"
2411,0,5,1,670,0,1,5,"109","HULA_engineering","The trains sneezed with great velocity.",110,"Anomalous","eng","low","high","Appropriate","Usual"
910,0,5,1,393,1,5,5,"121","HULA_non-engineering","The foliage trickled from the trees.",110,"Anomalous","non","low","high","Inappropriate","Usual"
5740,1,5,5,1719,1,1,1,"138","LUHA_engineering","The screw rolled toward the spring.",110,"Literal","eng","high","low","Appropriate","Usual"
3063,0,5,1,672,0,5,1,"85","HUHA_engineering","The light inspired the stone to change color.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
2358,1,5,5,365,0,5,1,"135","LUHA_engineering","The dough spun around in the mixer.",110,"Literal","eng","high","low","Inappropriate","Usual"
4015,0,5,1,386,1,5,5,"120","HULA_non-engineering","The sun rained on the earth.",110,"Anomalous","non","low","high","Inappropriate","Usual"
2260,0,5,1,368,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",110,"Metaphorical","non","high","high","Appropriate","Usual"
1264,0,5,1,266,1,1,1,"91","HUHA_non-engineering","The garden died in the winter.",110,"Metaphorical","non","high","high","Appropriate","Usual"
1783,1,5,5,1486,0,5,1,"204","LUHA_engineering","The car was halted by the brakes' force.",110,"Literal","eng","high","low","Inappropriate","Usual"
1560,0,5,1,306,1,1,1,"157","HUHA_engineering","The technician rescued the plane's wing.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
3620,0,5,1,252,0,1,5,"190","HULA_non-engineering","The water canceled the swimmer.",110,"Anomalous","non","low","high","Appropriate","Usual"
3628,0,5,1,3170,0,1,5,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",110,"Anomalous","non","low","high","Appropriate","Usual"
2774,0,1,5,1772,0,5,1,"224","LUHA_non-engineering","The brook wound through the forest.",110,"Literal","non","high","low","Inappropriate","Unusual"
1117,1,5,5,384,1,1,1,"208","LUHA_engineering","The oil leaked from the pump.",110,"Literal","eng","high","low","Appropriate","Usual"
1478,0,5,1,257,0,1,5,"192","HULA_non-engineering","The garden condensed in the winter.",110,"Anomalous","non","low","high","Appropriate","Usual"
1697,0,5,1,189,0,1,5,"191","HULA_non-engineering","The moon received the world.",110,"Anomalous","non","low","high","Appropriate","Usual"
524,0,5,1,650,1,1,1,"155","HUHA_engineering","The new construction was blanketed by the cover.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
2527,0,5,1,434,1,1,1,"164","HUHA_engineering","The car spent all of the gas.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
6177,1,5,5,459,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",110,"Literal","non","high","low","Appropriate","Usual"
947,1,5,5,504,1,1,1,"222","LUHA_non-engineering","The foliage dropped from the trees.",110,"Literal","non","high","low","Appropriate","Usual"
2660,0,5,1,443,0,5,1,"176","HUHA_non-engineering","The snow devoured the ground.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
868,1,5,5,243,1,1,1,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",110,"Literal","eng","high","low","Appropriate","Usual"
2138,0,5,1,263,0,1,5,"178","HULA_engineering","The paper clip referred to the magnet.",110,"Anomalous","eng","low","high","Appropriate","Usual"
2918,1,1,1,752,1,5,5,"189","HULA_engineering","The soil was haunted by the roller.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
2917,1,1,1,1418,0,5,1,"169","HUHA_non-engineering","The melody fluttered through the air.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
2205,1,5,5,376,1,1,1,"220","LUHA_non-engineering","The surfer swam with the waves.",110,"Literal","non","high","low","Appropriate","Usual"
1934,1,5,5,1183,1,1,1,"205","LUHA_engineering","The shadows were engulfed by light.",110,"Literal","eng","high","low","Appropriate","Usual"
2986,1,5,5,407,1,1,1,"217","LUHA_non-engineering","The woman whispered words into his ear.",110,"Literal","non","high","low","Appropriate","Usual"
2250,0,5,1,765,0,1,5,"187","HULA_engineering","The intense heat threaded the plastic.",110,"Anomalous","eng","low","high","Appropriate","Usual"
949,1,1,1,924,0,5,1,"172","HUHA_non-engineering","The ivy stifled the tree.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
1079,1,5,5,155,1,1,1,"210","LUHA_engineering","The trains advanced with great velocity.",110,"Literal","eng","high","low","Appropriate","Usual"
1126,0,5,1,11,1,5,5,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1940,0,5,1,358,0,1,5,"195","HULA_non-engineering","The heat swept the ground.",110,"Anomalous","non","low","high","Appropriate","Usual"
1075,1,5,5,227,1,1,1,"227","LUHA_non-engineering","The musician tuned the violin.",110,"Literal","non","high","low","Appropriate","Usual"
3905,1,1,1,2040,0,5,1,"165","HUHA_engineering","The computers are chattering through a network.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1534,1,5,5,214,1,1,1,"214","LUHA_engineering","The workers helped to build the structure.",110,"Literal","eng","high","low","Appropriate","Usual"
1680,0,1,5,1028,0,5,1,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",110,"Literal","eng","high","low","Inappropriate","Unusual"
3409,1,5,5,697,1,1,1,"218","LUHA_non-engineering","The rain wetted her lips.",110,"Literal","non","high","low","Appropriate","Usual"
837,1,1,1,2971,0,5,1,"160","HUHA_engineering","The dough waltzed around in the mixer.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
4309,0,5,1,2428,0,5,1,"156","HUHA_engineering","The dam suffocated the water.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
858,0,5,1,243,0,1,5,"202","HULA_non-engineering","The sun crocheted behind the clouds.",110,"Anomalous","non","low","high","Appropriate","Usual"
2887,0,5,1,790,1,5,5,"193","HULA_non-engineering","The cloud cover roasted the country.",110,"Anomalous","non","low","high","Inappropriate","Usual"
2420,1,5,5,216,1,1,1,"209","LUHA_engineering","The weather impacted available transportation.",110,"Literal","eng","high","low","Appropriate","Usual"
979,0,5,1,259,1,1,1,"175","HUHA_non-engineering","The waves drowned the beach.",110,"Metaphorical","non","high","high","Appropriate","Usual"
2051,0,5,1,335,0,5,1,"154","HUHA_engineering","The metal was healed by the brush.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
3414,0,5,1,593,1,5,5,"184","HULA_engineering","The plants are rejected by temperature.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1822,1,5,5,371,1,1,1,"223","LUHA_non-engineering","The gravity influenced the moon.",110,"Literal","non","high","low","Appropriate","Usual"
2618,0,5,1,708,1,1,1,"158","HUHA_engineering","The electricity was strangled by the resistor.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
4358,1,1,1,1953,1,1,1,"167","HUHA_non-engineering","The shooting stars pierced the sky.",110,"Metaphorical","non","high","high","Appropriate","Unusual"
3863,1,1,1,455,0,5,1,"177","HUHA_non-engineering","The laughter spilled through the windows.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
2831,1,5,5,412,1,1,1,"216","LUHA_non-engineering","The researcher developed a theory.",110,"Literal","non","high","low","Appropriate","Usual"
3278,0,5,1,383,0,5,1,"153","HUHA_engineering","The wind has tickled the turbine.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
2380,1,1,1,1140,1,5,5,"194","HULA_non-engineering","The storm ridiculed the dune.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
1557,0,5,1,632,0,1,5,"196","HULA_non-engineering","The earthquake defrosted the city.",110,"Anomalous","non","low","high","Appropriate","Usual"
3053,0,5,1,319,0,1,5,"198","HULA_non-engineering","The dream shaved the direction.",110,"Anomalous","non","low","high","Appropriate","Usual"
1198,1,1,1,791,0,5,1,"174","HUHA_non-engineering","The stars lurked over the desert",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
1446,0,5,1,92,1,5,5,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1673,0,5,1,1003,0,1,5,"180","HULA_engineering","The wind measured the wheel.",110,"Anomalous","eng","low","high","Appropriate","Usual"
1278,1,5,5,576,1,1,1,"212","LUHA_engineering","The nails were struck by the hammer.",110,"Literal","eng","high","low","Appropriate","Usual"
2886,0,1,5,549,0,5,1,"228","LUHA_non-engineering","The feeling faded over time.",110,"Literal","non","high","low","Inappropriate","Unusual"
3660,1,5,5,481,1,1,1,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",110,"Literal","eng","high","low","Appropriate","Usual"
410,1,1,1,3156,1,5,5,"199","HULA_non-engineering","The siren ironed over the city.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
7425,1,5,5,454,1,1,1,"225","LUHA_non-engineering","The echo resounded through the cave.",110,"Literal","non","high","low","Appropriate","Usual"
1879,0,5,1,661,1,1,1,"171","HUHA_non-engineering","The flag stretched in the wind.",110,"Metaphorical","non","high","high","Appropriate","Usual"
5494,0,5,1,278,1,1,1,"166","HUHA_non-engineering","The clouds wandered over the city.",110,"Metaphorical","non","high","high","Appropriate","Usual"
1595,1,5,5,189,1,1,1,"206","LUHA_engineering","The rocks fell into the hole.",110,"Literal","eng","high","low","Appropriate","Usual"
1951,0,5,1,209,1,1,1,"168","HUHA_non-engineering","The bee bewitched the flower.",110,"Metaphorical","non","high","high","Appropriate","Usual"
5940,0,5,1,276,0,1,5,"183","HULA_engineering","The ice perfected the river's flow.",110,"Anomalous","eng","low","high","Appropriate","Usual"
2822,1,1,1,2065,0,5,1,"162","HUHA_engineering","The rust infected the metal.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1846,0,1,5,493,0,5,1,"226","LUHA_non-engineering","The morning dew laid on the meadow.",110,"Literal","non","high","low","Inappropriate","Unusual"
1723,0,5,1,321,0,1,5,"186","HULA_engineering","The light satisfied the stone to change color.",110,"Anomalous","eng","low","high","Appropriate","Usual"
8344,0,5,1,521,0,1,5,"197","HULA_non-engineering","The sun pasted the dew.",110,"Anomalous","non","low","high","Appropriate","Usual"
4601,1,5,5,233,1,1,1,"211","LUHA_engineering","The fabric was bonded by glue.",110,"Literal","eng","high","low","Appropriate","Usual"
2637,1,5,5,429,1,1,1,"221","LUHA_non-engineering","The sun beamed on the earth.",110,"Literal","non","high","low","Appropriate","Usual"
1427,0,5,1,247,0,1,5,"181","HULA_engineering","The speakers fooled sound.",110,"Anomalous","eng","low","high","Appropriate","Usual"
602,0,5,1,473,1,1,1,"163","HUHA_engineering","The screw raced toward the spring.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
2000,0,5,1,211,0,1,5,"182","HULA_engineering","The air system threatened the house with good ventilation.",110,"Anomalous","eng","low","high","Appropriate","Usual"
327,1,5,5,110,1,1,1,"207","LUHA_engineering","The bus was powered by electricity.",110,"Literal","eng","high","low","Appropriate","Usual"
1493,0,5,1,91,1,1,1,"170","HUHA_non-engineering","The worm screwed through the apple.",110,"Metaphorical","non","high","high","Appropriate","Usual"
1572,1,1,1,1181,1,5,5,"185","HULA_engineering","The metals were scared into a weld.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
1892,0,5,1,816,0,5,1,"159","HUHA_engineering","The pipe was arrested with a seal.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
2573,0,5,1,4407,0,5,1,"173","HUHA_non-engineering","The volcano vomited the lava.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
1710,0,5,1,165,0,1,5,"200","HULA_non-engineering","The song rowed in her ear.",110,"Anomalous","non","low","high","Appropriate","Usual"
336,0,5,1,278,1,1,1,"161","HUHA_engineering","The knives lounged in their holder.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
3974,1,5,5,397,1,1,1,"67","LUHA_non-engineering","The cloud cover darkened the country.",110,"Literal","non","high","low","Appropriate","Usual"
3218,0,5,1,212,0,5,1,"14","HUHA_non-engineering","The researcher born a theory.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
2413,1,1,1,1448,0,5,1,"23","HUHA_non-engineering","The echo trembled through the cave.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
1604,0,5,1,156,0,1,5,"38","HULA_engineering","The car gutted all of the gas.",110,"Anomalous","eng","low","high","Appropriate","Usual"
1807,1,5,5,19,0,5,1,"54","LUHA_engineering","The wind pushed the wheel.",110,"Literal","eng","high","low","Inappropriate","Usual"
1548,0,5,1,463,0,5,1,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
855,1,5,5,134,1,1,1,"74","LUHA_non-engineering","The song echoed in her ear.",110,"Literal","non","high","low","Appropriate","Usual"
353,1,5,5,82,1,1,1,"70","LUHA_non-engineering","The earthquake devastated the city.",110,"Literal","non","high","low","Appropriate","Usual"
2461,0,1,5,1106,1,1,1,"60","LUHA_engineering","The light caused the stone to change color.",110,"Literal","eng","high","low","Appropriate","Unusual"
5838,1,1,1,937,1,5,5,"45","HULA_non-engineering","The flag showered in the wind.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
1985,1,1,1,362,1,5,5,"30","HULA_engineering","The dam spooked the water.",110,"Anomalous","eng","low","high","Inappropriate","Unusual"
272,0,1,5,2476,1,1,1,"73","LUHA_non-engineering","The siren howled over the city.",110,"Literal","non","high","low","Appropriate","Unusual"
628,0,5,1,5,0,5,1,"22","HUHA_non-engineering","The brook scurried through the forest.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
1331,0,5,1,393,0,1,5,"49","HULA_non-engineering","The waves excused the beach.",110,"Anomalous","non","low","high","Appropriate","Usual"
2206,0,1,5,322,0,5,1,"71","LUHA_non-engineering","The sun evaporated the dew.",110,"Literal","non","high","low","Inappropriate","Unusual"
3996,0,5,1,168,0,5,1,"26","HUHA_non-engineering","The feeling sank over time.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
1075,1,5,5,352,1,1,1,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",110,"Literal","eng","high","low","Appropriate","Usual"
6485,0,5,1,902,1,5,5,"35","HULA_engineering","The knives exhaled in their holder.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1480,1,1,1,1854,1,1,1,"25","HUHA_non-engineering","The musician teased the violin.",110,"Metaphorical","non","high","high","Appropriate","Unusual"
5198,0,5,1,3,1,5,5,"36","HULA_engineering","The rust gardened the metal.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
3080,1,5,5,237,1,1,1,"57","LUHA_engineering","The ice slowed the river's flow.",110,"Literal","eng","high","low","Appropriate","Usual"
2273,0,5,1,3572,0,1,5,"28","HULA_engineering","The metal was parented by the brush.",110,"Anomalous","eng","low","high","Appropriate","Usual"
6552,0,5,1,1419,1,1,1,"4","HUHA_engineering","The rocks hopped into the hole.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
12019,1,5,5,405,0,5,1,"69","LUHA_non-engineering","The heat dried the ground.",110,"Literal","non","high","low","Inappropriate","Usual"
1478,0,5,1,192,0,5,1,"5","HUHA_engineering","The bus was stimulated by electricity.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
4844,0,5,1,255,0,1,5,"44","HULA_non-engineering","The worm snored through the apple.",110,"Anomalous","non","low","high","Appropriate","Usual"
963,0,5,1,104,0,1,5,"31","HULA_engineering","The technician folded the plane's wing.",110,"Anomalous","eng","low","high","Appropriate","Usual"
1457,1,5,5,163,1,1,1,"66","LUHA_non-engineering","The garden froze in the winter.",110,"Literal","non","high","low","Appropriate","Usual"
11165,0,5,1,389,1,1,1,"18","HUHA_non-engineering","The surfer quarreled with the waves.",110,"Metaphorical","non","high","high","Appropriate","Usual"
504,0,5,1,163,0,1,5,"46","HULA_non-engineering","The ivy glazed the tree.",110,"Anomalous","non","low","high","Appropriate","Usual"
486,1,1,1,866,0,5,1,"24","HUHA_non-engineering","The morning dew slept on the meadow.",110,"Metaphorical","non","high","high","Inappropriate","Unusual"
1990,1,1,1,1394,1,5,5,"48","HULA_non-engineering","The stars served over the desert.",110,"Anomalous","non","low","high","Inappropriate","Unusual"
16537,1,1,1,804,0,5,1,"3","HUHA_engineering","The shadows were slayed by light.",110,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1696,1,5,5,223,1,1,1,"68","LUHA_non-engineering","The storm blew away the dune.",110,"Literal","non","high","low","Appropriate","Usual"
980,0,5,1,243,1,1,1,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
488,1,5,5,161,1,1,1,"58","LUHA_engineering","The plants are affected by temperature.",110,"Literal","eng","high","low","Appropriate","Usual"
559,0,5,1,173,1,1,1,"6","HUHA_engineering","The oil ferried from the pump.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
